sentence;gold;doc_id;phrase_index;gold_pattern_ud_surface;gold_subj_deprel_surface;gold_obj_deprel_surface;gold_theory_profile;gold_rule_E8;gold_rule_S1_negated;gold_rule_S1_modal;gold_rule_E7_coord;gold_rule_E6_nary_like;gold_rule_cop_like
A frota de ônibus públicos de a cidade de Nova York é a maior de a América de o Norte, e o Port Authority Bus Terminal, o principal terminal de ônibus interurbano de a cidade, atende 7.000 ônibus e 200.000 passageiros diariamente, tornando-se a estação de ônibus mais movimentada de o mundo.;[{'arg1': 'A frota de ônibus públicos de a cidade de Nova York', 'rel': 'é', 'arg2': 'a maior de a América de o Norte', 'valid': True}, {'arg1': 'o Port Authority Bus Terminal', 'rel': 'atende', 'arg2': '7.000 ônibus e 200.000 passageiros diariamente', 'valid': True}];1;43;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Eu amo Nova Iorque (estilizado I ❤ NY) é um logotipo e uma música que são a base de uma campanha publicitária e são usados desde 1977 para promover o turismo em a cidade de Nova York e, posteriormente, também para promover o Estado de Nova York.;[{'arg1': 'Eu amo Nova Iorque', 'rel': 'é', 'arg2': 'um logotipo e uma música que são a base de uma campanha publicitária', 'valid': True}];1;44;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
A cidade de Nova York está localizada em um de os maiores portos naturais de o mundo, e os bairros de Manhattan e Staten Island são (principalmente) coterminosos com ilhas com os mesmos nomes, enquanto Queens e Brooklyn estão localizadas em a extremidade oeste de a maior Ilha Longa, e O Bronx está localizado em a ponta sul de o continente de o estado de Nova York.;[{'arg1': 'A cidade de Nova York', 'rel': 'está', 'arg2': 'localizada em um de os maiores portos naturais de o mundo', 'valid': True}, {'arg1': 'A cidade de Nova York', 'rel': 'está localizada em', 'arg2': 'um de os maiores portos naturais de o mundo', 'valid': True}];1;45;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Desde 1990, uma peça baseada em o romance é realizada anualmente em a cidade natal de Harper Lee, em Monroeville, Alabama.:;[{'arg1': 'uma peça', 'rel': 'é', 'arg2': 'realizada anualmente em a cidade natal de Harper Lee', 'valid': True}, {'arg1': 'uma peça baseada em o romance', 'rel': 'é realizada anualmente em', 'arg2': 'a cidade natal de Harper Lee', 'valid': True}];1;46;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Em 1960, Capote e Lee viajaram juntos para o Kansas para investigar os vários assassinatos que foram a base de o romance de ficção não-ficção de Capote In Cold Blood.;[{'arg1': 'Capote e Lee', 'rel': 'viajaram', 'arg2': 'juntos para o Kansas', 'valid': True}, {'arg1': 'Capote e Lee', 'rel': 'viajaram juntos para', 'arg2': 'o Kansas', 'valid': True}];1;47;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": true, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;True;False;False;False;False
O alabamiano nativo Allen Barra criticou Lee e o romance em o The Wall Street Journal, chamando o Atticus de repositório de epigramas de barril de cracker e o romance representa um mito coberto de açúcar de a história de o Alabama.;[{'arg1': 'Allen Barra', 'rel': 'criticou', 'arg2': 'Lee e o romance em o The Wall Street Journal', 'valid': True}, {'arg1': 'O alabamiano nativo Allen Barra', 'rel': 'criticou', 'arg2': 'Lee e o romance em o The Wall Street Journal', 'valid': True}];1;48;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O pai de Lee morreu antes de o lançamento de o filme, e Lee ficou tão impressionado com a performance de Peck que ela lhe deu um relógio de bolso de o pai, que ele tinha com ele em a noite em que recebeu o Oscar de melhor ator.;[{'arg1': 'O pai de Lee', 'rel': 'morreu', 'arg2': 'antes de o lançamento de o filme', 'valid': True}, {'arg1': 'O pai de Lee', 'rel': 'morreu antes de', 'arg2': 'o lançamento de o filme', 'valid': True}, {'arg1': 'Lee', 'rel': 'ficou', 'arg2': 'impressionado com a performance de Peck', 'valid': True}];1;49;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Como resultado de o colapso de a União Soviética, o Tajiquistão se tornou uma nação independente em 1991.;[{'arg1': 'o Tajiquistão', 'rel': 'se tornou', 'arg2': 'uma nação independente em 1991', 'valid': True}];1;50;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Em 2010, houve preocupações entre as autoridades tadjiques de que o militarismo islâmico em o leste de o país estava em ascensão após a fuga de 25 militantes de uma prisão tadjique em agosto, uma emboscada que matou 28 soldados tadjiques em o vale de Rasht em setembro, e outra emboscada em o vale em outubro que matou 30 soldados, seguida de combates fora de Gharm que deixaram 3 militantes mortos.;[{'arg1': 'o militarismo islâmico em o leste de o país', 'rel': 'estava em', 'arg2': 'ascensão após a fuga de 25 militantes', 'valid': True}];1;51;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O Império Samanida, 819 a 999, restaurou o controle persa de a região e ampliou as cidades de Samarcanda e Bukhara (hoje as duas cidades fazem parte de o Uzbequistão), que se tornaram os centros culturais de o Irã e a região era conhecida como Khorasan.;[{'arg1': 'O Império Samanida', 'rel': 'restaurou', 'arg2': 'o controle persa', 'valid': True}, {'arg1': 'a região', 'rel': 'era', 'arg2': 'conhecida como Khorasan', 'valid': True}, {'arg1': 'a região', 'rel': 'era conhecida como', 'arg2': 'Khorasan', 'valid': True}];1;52;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Durante o final de o século XIX, os jadidistas se estabeleceram como um movimento social islâmico em toda a região.;[{'arg1': 'os jadidistas', 'rel': 'se estabeleceram', 'arg2': 'como um movimento social islâmico', 'valid': True}];1;53;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
1916, quando manifestantes atacaram soldados russos em Khujand por uma ameaça de recrutamento forçado durante a Primeira Guerra Mundial.;[{'arg1': 'manifestantes', 'rel': 'atacaram', 'arg2': 'soldados russos', 'valid': True}];1;54;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Waitz definiu antropologia como a ciência de a natureza de o homem.;[{'arg1': 'Waitz', 'rel': 'definiu', 'arg2': 'antropologia como a ciência de a natureza de o homem', 'valid': True}, {'arg1': 'Waitz', 'rel': 'definiu antropologia como', 'arg2': 'a ciência de a natureza de o homem', 'valid': True}];1;55;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O DNA consiste em uma cadeia feita de quatro tipos de subunidades nucleotídicas, cada uma composta por um açúcar de cinco carbonos (2-desoxirribose), um grupo fosfato e uma de as quatro bases adenina, citosina, guanina e timina.;[{'arg1': 'O DNA', 'rel': 'consiste em', 'arg2': 'uma cadeia feita de quatro tipos de subunidades nucleotídicas', 'valid': True}];1;56;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Com a ocupação de Napoleão, Portugal começou um declínio lento, mas inexorável, que durou até o século XX.;[{'arg1': 'Portugal', 'rel': 'começou', 'arg2': 'um declínio lento', 'valid': True}];1;57;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Portugal mantém uma forma republicana semi-presidencial unitária de governo e é um país desenvolvido com uma economia avançada e um alto padrão de vida, tendo o 18º maior progresso social de o mundo, colocando-o a a frente de outros países de a Europa Ocidental como França, Espanha e Itália.;[{'arg1': 'Portugal', 'rel': 'mantém', 'arg2': 'uma forma republicana semi-presidencial', 'valid': True}];1;58;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Mais tarde, uma província de o norte de a Lusitânia foi formada, conhecida como Gallaecia, com capital em Bracara Augusta, hoje Braga.;[{'arg1': 'uma província de o norte de a Lusitânia', 'rel': 'foi', 'arg2': 'formada', 'valid': True}];1;59;verb+obj[coord];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O período de Taifa terminou com a conquista de os almorávidas que vieram de o Marrocos em 1086, conquistando uma vitória decisiva em a Batalha de Sagrajas, seguida um século depois em 1147, após o segundo período de Taifa, pelos Almohads, também de Marraquexe.;[{'arg1': 'O período de Taifa', 'rel': 'terminou com', 'arg2': 'a conquista de os almorávidas', 'valid': True}, {'arg1': 'O período de Taifa', 'rel': 'terminou com', 'arg2': 'a conquista de os almorávidas que vieram de o Marrocos em 1086', 'valid': True}];1;60;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Os berberes eram originalmente de as montanhas de o Atlas e Rif de o norte de a África e eram essencialmente nômades.;[{'arg1': 'Os berberes', 'rel': 'eram', 'arg2': 'originalmente de as montanhas de o Atlas', 'valid': True}, {'arg1': 'Os berberes', 'rel': 'eram originalmente de', 'arg2': 'as montanhas de o Atlas', 'valid': True}];1;61;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Mas as maiores reformas de Sebastião de Melo foram econômicas e financeiras, com a criação de várias empresas e guildas para regular todas as atividades comerciais.;[{'arg1': 'as maiores reformas de Sebastião de Melo', 'rel': 'foram', 'arg2': 'econômicas e financeiras', 'valid': True}];1;62;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Em 2001, Portugal descriminalizou a posse de todas as drogas que ainda são ilegais em outros países desenvolvidos, incluindo, entre outras, maconha, cocaína, heroína e LSD.;[{'arg1': 'Portugal', 'rel': 'descriminalizou', 'arg2': 'a posse de todas as drogas', 'valid': True}];1;63;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O banco central de Portugal é o Banco de Portugal, parte integrante de o Sistema Europeu de Bancos Centrais.;[{'arg1': 'O banco central de Portugal', 'rel': 'é', 'arg2': 'parte integrante de o Sistema Europeu de Bancos Centrais', 'valid': True}];1;64;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Os pontos turísticos mais procurados em Portugal são Lisboa, Algarve, Madeira, Porto e a cidade de Coimbra, também entre 4-5 milhões de peregrinos religiosos visitam Fátima a cada ano, onde supostamente ocorreram aparições de a Virgem Maria a três pastores em 1917.;[{'arg1': 'peregrinos religiosos', 'rel': 'visitam', 'arg2': 'Fátima a cada ano', 'valid': True}, {'arg1': 'peregrinos religiosos', 'rel': 'visitam', 'arg2': 'Fátima', 'valid': True}, {'arg1': 'entre 4-5 milhões de peregrinos religiosos', 'rel': 'visitam', 'arg2': 'Fátima a cada ano', 'valid': True}];1;65;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Em 2007, Portugal tinha 10.617.575 habitantes, de os quais cerca de 332.137 eram imigrantes legais.;[{'arg1': 'Portugal', 'rel': 'tinha', 'arg2': '10.617.575 habitantes', 'valid': True}];1;66;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
As universidades portuguesas existem desde 1290;[{'arg1': 'As universidades portuguesas', 'rel': 'existem', 'arg2': 'desde 1290', 'valid': True}];1;67;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O futebol é o esporte mais popular em Portugal.;[{'arg1': 'O futebol', 'rel': 'é', 'arg2': 'o esporte mais popular em Portugal', 'valid': True}];1;68;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Mutações maiores podem ser causadas por erros em a recombinação para causar anormalidades cromossômicas, incluindo duplicação, exclusão, rearranjo ou inversão de grandes seções de um cromossomo.;[{'arg1': 'Mutações maiores', 'rel': 'podem', 'arg2': 'ser causadas por erros em a recombinação', 'valid': True}, {'arg1': 'Mutações maiores', 'rel': 'podem ser causadas por', 'arg2': 'erros em a recombinação', 'valid': True}];1;69;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Portugal liderou a exploração européia de o mundo e uma era de a descoberta.;[{'arg1': 'Portugal', 'rel': 'liderou', 'arg2': 'a exploração européia', 'valid': True}, {'arg1': 'Portugal', 'rel': 'liderou', 'arg2': 'a exploração européia de o mundo', 'valid': True}];1;70;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Finalmente, uma pequena fração de mutações é benéfica, melhorando a aptidão de o organismo e é extremamente importante para a evolução, uma vez que sua seleção direcional leva a a evolução adaptativa.;[{'arg1': 'uma pequena fração de mutações', 'rel': 'é', 'arg2': 'benéfica', 'valid': True}, {'arg1': 'sua seleção direcional', 'rel': 'leva a', 'arg2': 'a evolução adaptativa', 'valid': True}];1;71;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O português é uma língua românica que se originou em o que hoje é a Galiza e o norte de Portugal, originária de o galego-português, que era a língua comum de o povo galego e português até a independência de Portugal.;[{'arg1': 'O português', 'rel': 'é', 'arg2': 'uma língua românica', 'valid': True}];1;72;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O Ministério de a Saúde é responsável por desenvolver políticas de saúde, bem como gerenciar o SNS.;[{'arg1': 'O Ministério de a Saúde', 'rel': 'é', 'arg2': 'responsável por desenvolver políticas de saúde', 'valid': True}, {'arg1': 'O Ministério de a Saúde', 'rel': 'é responsável por', 'arg2': 'desenvolver políticas de saúde', 'valid': True}];1;73;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Kanye Omari West nasceu em 8 de junho de 1977 em Atlanta, Geórgia.;[{'arg1': 'Kanye Omari West', 'rel': 'nasceu em', 'arg2': 'Atlanta', 'valid': True}];1;74;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O budismo mahayana, a o contrário, aspira a o estado de Buda através de o caminho de o bodhisattva, um estado em que alguém permanece neste ciclo para ajudar outros seres a alcançar o despertar.;[{'arg1': 'O budismo mahayana', 'rel': 'aspira', 'arg2': 'a o estado de Buda', 'valid': True}];1;75;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Nem todos os genes essenciais são genes de manutenção, uma vez que alguns genes essenciais são regulados por o desenvolvimento ou expressos em determinados momentos durante o ciclo de vida de o organismo.;[{'arg1': 'Nem todos os genes essenciais', 'rel': 'são', 'arg2': 'genes de manutenção', 'valid': True}, {'arg1': 'alguns genes essenciais', 'rel': 'são', 'arg2': 'regulados por o desenvolvimento', 'valid': True}, {'arg1': 'alguns genes essenciais', 'rel': 'são regulados por', 'arg2': 'o desenvolvimento', 'valid': True}];1;76;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Dentro de o budismo, samsara é definido como o ciclo repetitivo contínuo de nascimento e morte que surge de a apreensão e fixação de seres comuns em um eu e experiências.;[{'arg1': 'samsara', 'rel': 'é definido como', 'arg2': 'o ciclo repetitivo contínuo de nascimento e morte', 'valid': True}];1;77;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
No contexto de as quatro nobres verdades, a origem de dukkha é comumente explicada como desejo (Pali tanha) condicionado por a ignorância (Pali avijja).;[{'arg1': 'a origem de dukkha', 'rel': 'é', 'arg2': 'comumente explicada como desejo', 'valid': True}];1;78;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O budismo mahayana encoraja todos a se tornarem bodhisattvas e a fazer o voto de bodhisattva, onde o praticante promete trabalhar para a completa iluminação de todos os seres praticando os seis pāramitās.;[{'arg1': 'O budismo mahayana', 'rel': 'encoraja', 'arg2': 'todos a se tornarem bodhisattvas', 'valid': True}, {'arg1': 'O budismo mahayana', 'rel': 'encoraja todos a', 'arg2': 'se tornarem bodhisattvas', 'valid': True}, {'arg1': 'o praticante', 'rel': 'promete', 'arg2': 'trabalhar para a completa iluminação de todos os seres', 'valid': True}];1;79;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
O budismo nega uma divindade como O Criador e postula que divindades mundanas como Mahabrahma são mal interpretadas como criador.;[{'arg1': 'O budismo', 'rel': 'nega', 'arg2': 'uma divindade como O Criador', 'valid': True}];1;80;verb+obj;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
A segunda verdade é que a origem de dukkha pode ser conhecida.;[{'arg1': 'a origem de dukkha', 'rel': 'pode ser', 'arg2': 'conhecida', 'valid': True}];1;81;unknown;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": true, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;True;False;False;False
O ensinamento zen-budista geralmente é cheio de paradoxos, a fim de afrouxar o domínio de o ego e facilitar a penetração em o reino de o Eu Verdadeiro ou Eu Sem Forma, que é equiparado a o próprio Buda.;[{'arg1': 'O ensinamento zen-budista', 'rel': 'geralmente é', 'arg2': 'cheio de paradoxos', 'valid': True}, {'arg1': 'O ensinamento zen-budista', 'rel': 'geralmente é cheio de', 'arg2': 'paradoxos', 'valid': True}];1;82;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Além disso, o Budismo de o Leste Asiático reconhece alguns sutras considerados pelos estudiosos de origem chinesa e não indiana.;[{'arg1': 'o Budismo de o Leste Asiático', 'rel': 'reconhece', 'arg2': 'alguns sutras considerados pelos estudiosos de origem chinesa', 'valid': True}];1;83;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": true, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;True;False;False;False;False
O programa foi renomeado como American Idol The Search for a Superstar e estreou em o verão de 2002.;[{'arg1': 'O programa', 'rel': 'foi', 'arg2': 'renomeado como American Idol The Search for a Superstar', 'valid': True}, {'arg1': 'O programa', 'rel': 'foi renomeado como', 'arg2': 'American Idol The Search for a Superstar', 'valid': True}];1;84;verb+obj[coord];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
No entanto, em a sexta temporada, durante o primeiro episódio de a série Idol Gives Back, nenhum participante foi eliminado, mas em a semana seguinte, dois foram enviados para casa.;[{'arg1': 'nenhum participante', 'rel': 'foi', 'arg2': 'eliminado', 'valid': True}];1;85;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Após o sucesso de a primeira temporada, a segunda temporada foi a o ar em janeiro de 2003.;[{'arg1': 'a segunda temporada', 'rel': 'foi a', 'arg2': 'o ar em janeiro de 2003', 'valid': True}, {'arg1': 'a segunda temporada', 'rel': 'foi a o ar em', 'arg2': 'janeiro de 2003', 'valid': True}];1;86;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
Desde então, Underwood vendeu 65 milhões de discos em todo o mundo e se tornou o concorrente de maior sucesso em os EUA, vendendo mais de 14 milhões de cópias de álbuns em os EUA e mais Underwood ganhou sete prêmios Grammy, o maior número de Grammys de um ex-aluno de o American Idol.;[{'arg1': 'Underwood', 'rel': 'vendeu', 'arg2': '65 milhões de discos em todo o mundo', 'valid': True}, {'arg1': 'Underwood', 'rel': 'vendeu', 'arg2': '65 milhões de discos', 'valid': True}, {'arg1': 'Underwood', 'rel': 'ganhou', 'arg2': 'sete prêmios Grammy', 'valid': True}];1;87;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
No final de a temporada de 23 de maio, Jordin Sparks foi declarado vencedor, sendo o segundo colocado Blake Lewis.;[{'arg1': 'Jordin Sparks', 'rel': 'foi', 'arg2': 'declarado vencedor', 'valid': True}, {'arg1': 'Jordin Sparks', 'rel': 'foi declarado', 'arg2': 'vencedor', 'valid': True}];1;88;verb+obl;;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
De acordo com o vencedor de a quinta temporada, Taylor Hicks, que é de o estado de o Alabama, as pessoas de o sul têm muito orgulho... Então, elas são inflexíveis em apoiar os competidores que se saem bem de seu estado ou região.;[{'arg1': 'Taylor Hicks', 'rel': 'é de', 'arg2': 'o estado de o Alabama', 'valid': True}, {'arg1': 'as pessoas de o sul', 'rel': 'têm', 'arg2': 'muito orgulho', 'valid': True}];1;89;verb+obj[+obl];;;"{""gold_rule_E8"": false, ""gold_rule_S1_negated"": false, ""gold_rule_S1_modal"": false, ""gold_rule_E7_coord"": false, ""gold_rule_E6_nary_like"": false, ""gold_rule_cop_like"": false}";False;False;False;False;False;False
